Nome Cidade,UF,Latitude,Longitude,DDD,Fuso
São Domingos das Dores,MG,-19.5246,-42.0106,33,America/Sao_Paulo
São Domingos do Araguaia,PA,-5.53732,-48.7366,94,America/Sao_Paulo
São Domingos do Azeitão,MA,-6.81471,-44.6509,99,America/Sao_Paulo
São Domingos do Capim,PA,-1.68768,-47.7665,91,America/Sao_Paulo
São Domingos do Cariri,PB,-7.63273,-36.4374,83,America/Sao_Paulo
São Domingos do Maranhão,MA,-5.58095,-44.3822,99,America/Sao_Paulo
São Domingos do Norte,ES,-19.1452,-40.6281,27,America/Sao_Paulo
São Domingos do Prata,MG,-19.8678,-42.971,31,America/Sao_Paulo
São Domingos do Sul,RS,-28.5312,-51.886,54,America/Sao_Paulo
São Felipe,BA,-12.8394,-39.0893,75,America/Sao_Paulo
São Felipe D'Oeste,RO,-11.9023,-61.5026,69,America/Porto_Velho
São Félix,BA,-12.6104,-38.9727,75,America/Sao_Paulo
São Félix de Balsas,MA,-7.07535,-44.8092,99,America/Sao_Paulo
São Félix de Minas,MG,-18.5959,-41.4889,33,America/Sao_Paulo
São Félix do Araguaia,MT,-11.615,-50.6706,66,America/Porto_Velho
São Félix do Coribe,BA,-13.4019,-44.1837,77,America/Sao_Paulo
São Félix do Piauí,PI,-5.93485,-42.1172,86,America/Sao_Paulo
São Félix do Tocantins,TO,-10.1615,-46.6618,63,America/Sao_Paulo
São Félix do Xingu,PA,-6.64254,-51.9904,94,America/Sao_Paulo
São Fernando,RN,-6.37975,-37.1864,84,America/Sao_Paulo
São Fidélis,RJ,-21.6551,-41.756,22,America/Sao_Paulo
São Francisco,SP,-20.3623,-50.6952,17,America/Sao_Paulo
São Francisco,PB,-6.60773,-38.0968,83,America/Sao_Paulo
São Francisco,SE,-10.3442,-36.8869,79,America/Sao_Paulo
São Francisco,MG,-15.9514,-44.8593,38,America/Sao_Paulo
São Francisco de Assis,RS,-29.5547,-55.1253,55,America/Sao_Paulo
São Francisco de Assis do Piauí,PI,-8.23599,-41.6873,89,America/Sao_Paulo
São Francisco de Goiás,GO,-15.9256,-49.2605,62,America/Sao_Paulo
São Francisco de Itabapoana,RJ,-21.4702,-41.1091,22,America/Sao_Paulo
São Francisco de Paula,RS,-29.4404,-50.5828,54,America/Sao_Paulo
São Francisco de Paula,MG,-20.7036,-44.9838,37,America/Sao_Paulo
São Francisco de Sales,MG,-19.8611,-49.7727,34,America/Sao_Paulo
São Francisco do Brejão,MA,-5.12584,-47.389,99,America/Sao_Paulo
São Francisco do Conde,BA,-12.6183,-38.6786,71,America/Sao_Paulo
São Francisco do Glória,MG,-20.7923,-42.2673,32,America/Sao_Paulo
São Francisco do Guaporé,RO,-12.052,-63.568,69,America/Porto_Velho
São Francisco do Maranhão,MA,-6.25159,-42.8668,99,America/Sao_Paulo
São Francisco do Oeste,RN,-5.97472,-38.1519,84,America/Sao_Paulo
São Francisco do Pará,PA,-1.16963,-47.7917,91,America/Sao_Paulo
São Francisco do Piauí,PI,-7.2463,-42.541,89,America/Sao_Paulo
São Francisco do Sul,SC,-26.2579,-48.6344,47,America/Sao_Paulo
São Gabriel,RS,-30.3337,-54.3217,55,America/Sao_Paulo
São Gabriel,BA,-11.2175,-41.8843,74,America/Sao_Paulo
São Gabriel da Cachoeira,AM,-0.11909,-67.084,97,America/Porto_Velho
São Gabriel da Palha,ES,-19.0182,-40.5365,27,America/Sao_Paulo
São Gabriel do Oeste,MS,-19.3889,-54.5507,67,America/Porto_Velho
São Geraldo,MG,-20.9252,-42.8364,32,America/Sao_Paulo
São Geraldo da Piedade,MG,-18.8411,-42.2867,33,America/Sao_Paulo
São Geraldo do Araguaia,PA,-6.39471,-48.5592,94,America/Sao_Paulo
São Geraldo do Baixio,MG,-18.9097,-41.363,33,America/Sao_Paulo
São Gonçalo,RJ,-22.8268,-43.0634,21,America/Sao_Paulo
São Gonçalo do Abaeté,MG,-18.3315,-45.8265,38,America/Sao_Paulo
São Gonçalo do Amarante,RN,-5.79068,-35.3257,84,America/Sao_Paulo
São Gonçalo do Amarante,CE,-3.60515,-38.9726,85,America/Sao_Paulo
São Gonçalo do Gurguéia,PI,-10.0319,-45.3092,89,America/Sao_Paulo
São Gonçalo do Pará,MG,-19.9822,-44.8593,37,America/Sao_Paulo
São Gonçalo do Piauí,PI,-5.99393,-42.7095,86,America/Sao_Paulo
São Gonçalo do Rio Abaixo,MG,-19.8221,-43.366,31,America/Sao_Paulo
São Gonçalo do Rio Preto,MG,-18.0025,-43.3854,38,America/Sao_Paulo
São Gonçalo do Sapucaí,MG,-21.8932,-45.5893,35,America/Sao_Paulo
São Gonçalo dos Campos,BA,-12.4331,-38.9663,75,America/Sao_Paulo
São Gotardo,MG,-19.3087,-46.0465,34,America/Sao_Paulo
São Jerônimo,RS,-29.9716,-51.7251,51,America/Sao_Paulo
São Jerônimo da Serra,PR,-23.7218,-50.7475,43,America/Sao_Paulo
São João,PR,-25.8214,-52.7252,46,America/Sao_Paulo
São João,PE,-8.87576,-36.3653,87,America/Sao_Paulo
São João Batista,MA,-2.95398,-44.7953,98,America/Sao_Paulo
São João Batista,SC,-27.2772,-48.8474,48,America/Sao_Paulo
São João Batista do Glória,MG,-20.635,-46.508,35,America/Sao_Paulo
São João d'Aliança,GO,-14.7048,-47.5228,62,America/Sao_Paulo
São João da Baliza,RR,0.951659,-59.9133,95,America/Porto_Velho
São João da Barra,RJ,-21.638,-41.0446,22,America/Sao_Paulo
São João da Boa Vista,SP,-21.9707,-46.7944,19,America/Sao_Paulo
São João da Canabrava,PI,-6.81203,-41.3415,89,America/Sao_Paulo
São João da Fronteira,PI,-3.95497,-41.2569,86,America/Sao_Paulo
São João da Lagoa,MG,-16.8455,-44.3507,38,America/Sao_Paulo
São João da Mata,MG,-21.928,-45.9297,35,America/Sao_Paulo
São João da Paraúna,GO,-16.8126,-50.4092,64,America/Sao_Paulo
São João da Ponta,PA,-0.857885,-47.918,91,America/Sao_Paulo
São João da Ponte,MG,-15.9271,-44.0096,38,America/Sao_Paulo
São João da Serra,PI,-5.51081,-41.8923,86,America/Sao_Paulo
São João da Urtiga,RS,-27.8195,-51.8257,54,America/Sao_Paulo
São João da Varjota,PI,-6.94082,-41.8889,89,America/Sao_Paulo
São João das Duas Pontes,SP,-20.3879,-50.3792,17,America/Sao_Paulo
São João das Missões,MG,-14.8859,-44.0922,38,America/Sao_Paulo
São João de Iracema,SP,-20.5111,-50.3561,17,America/Sao_Paulo
São João de Meriti,RJ,-22.8058,-43.3729,21,America/Sao_Paulo
São João de Pirabas,PA,-0.780222,-47.181,91,America/Sao_Paulo
São João del Rei,MG,-21.1311,-44.2526,32,America/Sao_Paulo
São João do Araguaia,PA,-5.36334,-48.7926,94,America/Sao_Paulo
São João do Arraial,PI,-3.8186,-42.4459,86,America/Sao_Paulo
São João do Caiuá,PR,-22.8535,-52.3411,44,America/Sao_Paulo
São João do Cariri,PB,-7.38168,-36.5345,83,America/Sao_Paulo
São João do Carú,MA,-3.5503,-46.2507,98,America/Sao_Paulo
São João do Itaperiú,SC,-26.6213,-48.7683,47,America/Sao_Paulo
São João do Ivaí,PR,-23.9833,-51.8215,43,America/Sao_Paulo
São João do Jaguaribe,CE,-5.27516,-38.2694,88,America/Sao_Paulo
São João do Manhuaçu,MG,-20.3933,-42.1533,33,America/Sao_Paulo
São João do Manteninha,MG,-18.723,-41.1628,33,America/Sao_Paulo
São João do Oeste,SC,-27.0984,-53.5977,49,America/Sao_Paulo
São João do Oriente,MG,-19.3384,-42.1575,33,America/Sao_Paulo
São João do Pacuí,MG,-16.5373,-44.5134,38,America/Sao_Paulo
São João do Paraíso,MG,-15.3168,-42.0213,38,America/Sao_Paulo
São João do Paraíso,MA,-6.45634,-47.0594,99,America/Sao_Paulo
São João do Pau d'Alho,SP,-21.2662,-51.6672,18,America/Sao_Paulo
São João do Piauí,PI,-8.35466,-42.2559,89,America/Sao_Paulo
São João do Polêsine,RS,-29.6194,-53.4439,55,America/Sao_Paulo
São João do Rio do Peixe,PB,-6.72195,-38.4468,83,America/Sao_Paulo
São João do Sabugi,RN,-6.71387,-37.2027,84,America/Sao_Paulo
São João do Soter,MA,-5.10821,-43.8163,99,America/Sao_Paulo
São João do Sul,SC,-29.2154,-49.8094,48,America/Sao_Paulo
São João do Tigre,PB,-8.07703,-36.8547,83,America/Sao_Paulo
São João do Triunfo,PR,-25.683,-50.2949,42,America/Sao_Paulo
São João dos Patos,MA,-6.4934,-43.7036,99,America/Sao_Paulo
São João Evangelista,MG,-18.548,-42.7655,33,America/Sao_Paulo
São João Nepomuceno,MG,-21.5381,-43.0069,32,America/Sao_Paulo
São Joaquim,SC,-28.2887,-49.9457,49,America/Sao_Paulo
São Joaquim da Barra,SP,-20.5812,-47.8593,16,America/Sao_Paulo
São Joaquim de Bicas,MG,-20.048,-44.2749,31,America/Sao_Paulo
São Joaquim do Monte,PE,-8.43196,-35.8035,81,America/Sao_Paulo
São Jorge,RS,-28.4984,-51.7064,54,America/Sao_Paulo
São Jorge d'Oeste,PR,-25.7085,-52.9204,46,America/Sao_Paulo
São Jorge do Ivaí,PR,-23.4336,-52.2929,44,America/Sao_Paulo
São Jorge do Patrocínio,PR,-23.7647,-53.8823,44,America/Sao_Paulo
São José,SC,-27.6136,-48.6366,48,America/Sao_Paulo
São José da Barra,MG,-20.7178,-46.313,35,America/Sao_Paulo
São José da Bela Vista,SP,-20.5935,-47.6424,16,America/Sao_Paulo
São José da Boa Vista,PR,-23.9122,-49.6577,43,America/Sao_Paulo
São José da Coroa Grande,PE,-8.88937,-35.1515,81,America/Sao_Paulo
São José da Lagoa Tapada,PB,-6.93646,-38.1622,83,America/Sao_Paulo
São José da Laje,AL,-9.01278,-36.0515,82,America/Sao_Paulo
São José da Lapa,MG,-19.6971,-43.9586,31,America/Sao_Paulo
São José da Safira,MG,-18.3243,-42.1431,33,America/Sao_Paulo
São José da Tapera,AL,-9.55768,-37.3831,82,America/Sao_Paulo
São José da Varginha,MG,-19.7006,-44.556,37,America/Sao_Paulo
São José da Vitória,BA,-15.0787,-39.3437,73,America/Sao_Paulo
São José das Missões,RS,-27.7789,-53.1226,55,America/Sao_Paulo
São José das Palmeiras,PR,-24.8369,-54.0572,45,America/Sao_Paulo
São José de Caiana,PB,-7.24636,-38.2989,83,America/Sao_Paulo
São José de Espinharas,PB,-6.83974,-37.3214,83,America/Sao_Paulo
São José de Mipibu,RN,-6.0773,-35.2417,84,America/Sao_Paulo
São José de Piranhas,PB,-7.1187,-38.502,83,America/Sao_Paulo
São José de Princesa,PB,-7.73633,-38.0894,83,America/Sao_Paulo
São José de Ribamar,MA,-2.54704,-44.0597,98,America/Sao_Paulo
São José de Ubá,RJ,-21.3661,-41.9511,22,America/Sao_Paulo
São José do Alegre,MG,-22.3243,-45.5258,35,America/Sao_Paulo
São José do Barreiro,SP,-22.6414,-44.5774,12,America/Sao_Paulo
São José do Belmonte,PE,-7.85723,-38.7577,87,America/Sao_Paulo
São José do Bonfim,PB,-7.1607,-37.3036,83,America/Sao_Paulo
São José do Brejo do Cruz,PB,-6.21054,-37.3601,83,America/Sao_Paulo
São José do Calçado,ES,-21.0274,-41.6636,28,America/Sao_Paulo
São José do Campestre,RN,-6.31087,-35.7067,84,America/Sao_Paulo
São José do Cedro,SC,-26.4561,-53.4955,49,America/Sao_Paulo
São José do Cerrito,SC,-27.6602,-50.5733,49,America/Sao_Paulo
São José do Divino,PI,-3.81411,-41.8308,86,America/Sao_Paulo
São José do Divino,MG,-18.4793,-41.3907,33,America/Sao_Paulo
São José do Egito,PE,-7.46945,-37.274,87,America/Sao_Paulo
São José do Goiabal,MG,-19.9214,-42.7035,31,America/Sao_Paulo
São José do Herval,RS,-29.052,-52.295,54,America/Sao_Paulo
São José do Hortêncio,RS,-29.528,-51.245,51,America/Sao_Paulo
São José do Inhacorá,RS,-27.7251,-54.1275,55,America/Sao_Paulo
São José do Jacuípe,BA,-11.4137,-39.8669,74,America/Sao_Paulo
São José do Jacuri,MG,-18.281,-42.6729,33,America/Sao_Paulo
São José do Mantimento,MG,-20.0058,-41.7486,33,America/Sao_Paulo
São José do Norte,RS,-32.0151,-52.0331,53,America/Sao_Paulo
São José do Ouro,RS,-27.7707,-51.5966,54,America/Sao_Paulo
São José do Peixe,PI,-7.48554,-42.5672,89,America/Sao_Paulo
São José do Piauí,PI,-6.87194,-41.4731,89,America/Sao_Paulo
São José do Povo,MT,-16.4549,-54.2487,66,America/Porto_Velho
São José do Rio Claro,MT,-13.4398,-56.7218,65,America/Porto_Velho
São José do Rio Pardo,SP,-21.5953,-46.8873,19,America/Sao_Paulo
São José do Rio Preto,SP,-20.8113,-49.3758,17,America/Sao_Paulo
São José do Sabugi,PB,-6.76295,-36.7972,83,America/Sao_Paulo
São José do Seridó,RN,-6.44002,-36.8746,84,America/Sao_Paulo
São José do Sul,RS,-29.5448,-51.4821,51,America/Sao_Paulo
São José do Vale do Rio Preto,RJ,-22.1525,-42.9327,24,America/Sao_Paulo
São José do Xingu,MT,-10.7982,-52.7486,66,America/Porto_Velho
São José dos Ausentes,RS,-28.7476,-50.0677,54,America/Sao_Paulo
São José dos Basílios,MA,-5.05493,-44.5809,99,America/Sao_Paulo
São José dos Campos,SP,-23.1896,-45.8841,12,America/Sao_Paulo
São José dos Cordeiros,PB,-7.38775,-36.8085,83,America/Sao_Paulo
São José dos Pinhais,PR,-25.5313,-49.2031,41,America/Sao_Paulo
São José dos Quatro Marcos,MT,-15.6276,-58.1772,65,America/Porto_Velho
São José dos Ramos,PB,-7.25238,-35.3725,83,America/Sao_Paulo
São Julião,PI,-7.08391,-40.8246,89,America/Sao_Paulo
São Leopoldo,RS,-29.7545,-51.1498,51,America/Sao_Paulo
São Lourenço,MG,-22.1166,-45.0506,35,America/Sao_Paulo
São Lourenço da Mata,PE,-8.00684,-35.0124,81,America/Sao_Paulo
São Lourenço da Serra,SP,-23.8491,-46.9432,11,America/Sao_Paulo
São Lourenço do Oeste,SC,-26.3557,-52.8498,49,America/Sao_Paulo
São Lourenço do Piauí,PI,-9.16463,-42.5496,89,America/Sao_Paulo
São Lourenço do Sul,RS,-31.3564,-51.9715,53,America/Sao_Paulo
São Ludgero,SC,-28.3144,-49.1806,48,America/Sao_Paulo
São Luís,MA,-2.53874,-44.2825,98,America/Sao_Paulo
São Luís de Montes Belos,GO,-16.5211,-50.3726,64,America/Sao_Paulo
São Luís do Curu,CE,-3.66976,-39.2391,85,America/Sao_Paulo
São Luis do Piauí,PI,-6.81936,-41.3175,89,America/Sao_Paulo
São Luís do Quitunde,AL,-9.31816,-35.5606,82,America/Sao_Paulo
São Luís Gonzaga do Maranhão,MA,-4.38541,-44.6654,99,America/Sao_Paulo
São Luiz,RR,1.01019,-60.0419,95,America/Porto_Velho
São Luiz do Norte,GO,-14.8608,-49.3285,62,America/Sao_Paulo
São Luiz do Paraitinga,SP,-23.222,-45.3109,12,America/Sao_Paulo
São Luiz Gonzaga,RS,-28.412,-54.9559,55,America/Sao_Paulo
São Mamede,PB,-6.92386,-37.0954,83,America/Sao_Paulo
São Manoel do Paraná,PR,-23.3941,-52.6454,44,America/Sao_Paulo
São Manuel,SP,-22.7321,-48.5723,14,America/Sao_Paulo
São Marcos,RS,-28.9677,-51.0696,54,America/Sao_Paulo
São Martinho,SC,-28.1609,-48.9867,48,America/Sao_Paulo
São Martinho,RS,-27.7112,-53.9699,55,America/Sao_Paulo
São Martinho da Serra,RS,-29.5397,-53.859,55,America/Sao_Paulo
São Mateus,ES,-18.7214,-39.8579,27,America/Sao_Paulo
São Mateus do Maranhão,MA,-4.03736,-44.4707,99,America/Sao_Paulo
São Mateus do Sul,PR,-25.8677,-50.384,42,America/Sao_Paulo
São Miguel,RN,-6.20283,-38.4947,84,America/Sao_Paulo
São Miguel Arcanjo,SP,-23.8782,-47.9935,15,America/Sao_Paulo
São Miguel da Baixa Grande,PI,-5.85646,-42.1934,86,America/Sao_Paulo
São Miguel da Boa Vista,SC,-26.687,-53.2511,49,America/Sao_Paulo
São Miguel das Matas,BA,-13.0434,-39.4578,75,America/Sao_Paulo
São Miguel das Missões,RS,-28.556,-54.5559,55,America/Sao_Paulo
São Miguel de Taipu,PB,-7.24764,-35.2016,83,America/Sao_Paulo
São Miguel do Aleixo,SE,-10.3847,-37.3836,79,America/Sao_Paulo
São Miguel do Anta,MG,-20.7067,-42.7174,31,America/Sao_Paulo
São Miguel do Araguaia,GO,-13.2731,-50.1634,62,America/Sao_Paulo
São Miguel do Fidalgo,PI,-7.59713,-42.3676,89,America/Sao_Paulo
São Miguel do Gostoso,RN,-5.12302,-35.6354,84,America/Sao_Paulo
São Miguel do Guamá,PA,-1.61307,-47.4784,91,America/Sao_Paulo
São Miguel do Guaporé,RO,-11.6953,-62.7192,69,America/Porto_Velho
São Miguel do Iguaçu,PR,-25.3492,-54.2405,45,America/Sao_Paulo
São Miguel do Oeste,SC,-26.7242,-53.5163,49,America/Sao_Paulo
São Miguel do Passa Quatro,GO,-17.0582,-48.662,62,America/Sao_Paulo
São Miguel do Tapuio,PI,-5.49729,-41.3165,86,America/Sao_Paulo
São Miguel do Tocantins,TO,-5.56305,-47.5743,63,America/Sao_Paulo
São Miguel dos Campos,AL,-9.78301,-36.0971,82,America/Sao_Paulo
São Miguel dos Milagres,AL,-9.26493,-35.3763,82,America/Sao_Paulo
São Nicolau,RS,-28.1834,-55.2654,55,America/Sao_Paulo
São Patrício,GO,-15.35,-49.818,62,America/Sao_Paulo
São Paulo,SP,-23.5329,-46.6395,11,America/Sao_Paulo
São Paulo das Missões,RS,-28.0195,-54.9404,55,America/Sao_Paulo
São Paulo de Olivença,AM,-3.47292,-68.9646,97,America/Rio_Branco
São Paulo do Potengi,RN,-5.8994,-35.7642,84,America/Sao_Paulo
São Pedro,RN,-5.90559,-35.6317,84,America/Sao_Paulo
São Pedro,SP,-22.5483,-47.9096,19,America/Sao_Paulo
São Pedro da Água Branca,MA,-5.08472,-48.4291,99,America/Sao_Paulo
São Pedro da Aldeia,RJ,-22.8429,-42.1026,22,America/Sao_Paulo
São Pedro da Cipa,MT,-16.0109,-54.9176,66,America/Porto_Velho
São Pedro da Serra,RS,-29.4193,-51.5134,51,America/Sao_Paulo
São Pedro da União,MG,-21.131,-46.6123,35,America/Sao_Paulo
São Pedro das Missões,RS,-27.7706,-53.2513,55,America/Sao_Paulo
São Pedro de Alcântara,SC,-27.5665,-48.8048,48,America/Sao_Paulo
São Pedro do Butiá,RS,-28.1243,-54.8926,55,America/Sao_Paulo
São Pedro do Iguaçu,PR,-24.9373,-53.8521,45,America/Sao_Paulo
São Pedro do Ivaí,PR,-23.8634,-51.8568,43,America/Sao_Paulo
São Pedro do Paraná,PR,-22.8239,-53.2241,44,America/Sao_Paulo
São Pedro do Piauí,PI,-5.92078,-42.7192,86,America/Sao_Paulo
São Pedro do Suaçuí,MG,-18.3609,-42.5981,33,America/Sao_Paulo
São Pedro do Sul,RS,-29.6202,-54.1855,55,America/Sao_Paulo
São Pedro do Turvo,SP,-22.7453,-49.7428,14,America/Sao_Paulo
São Pedro dos Crentes,MA,-6.82389,-46.5319,99,America/Sao_Paulo
São Pedro dos Ferros,MG,-20.1732,-42.5251,33,America/Sao_Paulo
São Rafael,RN,-5.79791,-36.8778,84,America/Sao_Paulo
São Raimundo das Mangabeiras,MA,-7.02183,-45.4809,99,America/Sao_Paulo
São Raimundo do Doca Bezerra,MA,-5.11053,-45.0696,99,America/Sao_Paulo
São Raimundo Nonato,PI,-9.01241,-42.6987,89,America/Sao_Paulo
São Roberto,MA,-5.0231,-45.001,99,America/Sao_Paulo
São Romão,MG,-16.3641,-45.0749,38,America/Sao_Paulo
São Roque,SP,-23.5226,-47.1357,11,America/Sao_Paulo
São Roque de Minas,MG,-20.249,-46.3639,37,America/Sao_Paulo
São Roque do Canaã,ES,-19.7411,-40.6526,27,America/Sao_Paulo
São Salvador do Tocantins,TO,-12.7458,-48.2352,63,America/Sao_Paulo
São Sebastião,SP,-23.7951,-45.4143,12,America/Sao_Paulo
São Sebastião,AL,-9.93043,-36.559,82,America/Sao_Paulo
São Sebastião da Amoreira,PR,-23.4656,-50.7625,43,America/Sao_Paulo
São Sebastião da Bela Vista,MG,-22.1583,-45.7546,35,America/Sao_Paulo
São Sebastião da Boa Vista,PA,-1.71597,-49.5249,91,America/Sao_Paulo
São Sebastião da Grama,SP,-21.7041,-46.8208,19,America/Sao_Paulo
São Sebastião da Vargem Alegre,MG,-19.7477,-43.3679,32,America/Sao_Paulo
São Sebastião de Lagoa de Roça,PB,-7.11034,-35.8678,83,America/Sao_Paulo
São Sebastião do Alto,RJ,-21.9578,-42.1328,22,America/Sao_Paulo
São Sebastião do Anta,MG,-19.5064,-41.985,33,America/Sao_Paulo
São Sebastião do Caí,RS,-29.5885,-51.3749,51,America/Sao_Paulo
São Sebastião do Maranhão,MG,-18.0873,-42.5659,33,America/Sao_Paulo
São Sebastião do Oeste,MG,-20.2758,-45.0063,37,America/Sao_Paulo
São Sebastião do Paraíso,MG,-20.9167,-46.9837,35,America/Sao_Paulo
São Sebastião do Passé,BA,-12.5123,-38.4905,71,America/Sao_Paulo
São Sebastião do Rio Preto,MG,-19.2959,-43.1757,31,America/Sao_Paulo
São Sebastião do Rio Verde,MG,-22.2183,-44.9761,35,America/Sao_Paulo
São Sebastião do Tocantins,TO,-5.26131,-48.2021,63,America/Sao_Paulo
São Sebastião do Uatumã,AM,-2.55915,-57.8731,92,America/Porto_Velho
São Sebastião do Umbuzeiro,PB,-8.15289,-37.0138,83,America/Sao_Paulo
São Sepé,RS,-30.1643,-53.5603,55,America/Sao_Paulo
São Simão,SP,-21.4732,-47.5518,16,America/Sao_Paulo
São Simão,GO,-18.996,-50.547,64,America/Sao_Paulo
São Thomé das Letras,MG,-21.7218,-44.9849,35,America/Sao_Paulo
São Tiago,MG,-20.9075,-44.5098,32,America/Sao_Paulo
São Tomás de Aquino,MG,-20.7791,-47.0962,35,America/Sao_Paulo
São Tomé,PR,-23.5349,-52.5901,44,America/Sao_Paulo
São Tomé,RN,-5.96404,-36.0798,84,America/Sao_Paulo
São Valentim,RS,-27.5583,-52.5237,54,America/Sao_Paulo
São Valentim do Sul,RS,-29.0451,-51.7684,54,America/Sao_Paulo
São Valério,TO,-11.9743,-48.2353,63,America/Sao_Paulo
São Valério do Sul,RS,-27.7906,-53.9368,55,America/Sao_Paulo
São Vendelino,RS,-29.3729,-51.3675,51,America/Sao_Paulo
São Vicente,SP,-23.9574,-46.3883,13,America/Sao_Paulo
São Vicente,RN,-6.21893,-36.6827,84,America/Sao_Paulo
São Vicente de Minas,MG,-21.7042,-44.4431,35,America/Sao_Paulo
São Vicente do Seridó,PB,-6.85426,-36.4122,83,America/Sao_Paulo
São Vicente do Sul,RS,-29.6882,-54.6826,55,America/Sao_Paulo
São Vicente Ferrer,PE,-7.58969,-35.4808,81,America/Sao_Paulo
São Vicente Ferrer,MA,-2.89487,-44.8681,98,America/Sao_Paulo
Sapé,PB,-7.09359,-35.228,83,America/Sao_Paulo
Sapeaçu,BA,-12.7208,-39.1824,75,America/Sao_Paulo
Sapezal,MT,-12.9892,-58.7645,65,America/Porto_Velho
Sapiranga,RS,-29.6349,-51.0064,51,America/Sao_Paulo
Sapopema,PR,-23.9078,-50.5801,43,America/Sao_Paulo
Sapucaí-Mirim,MG,-22.7409,-45.738,35,America/Sao_Paulo
Sapucaia,PA,-6.94018,-49.6834,94,America/Sao_Paulo
Sapucaia,RJ,-21.9949,-42.9142,24,America/Sao_Paulo
Sapucaia do Sul,RS,-29.8276,-51.145,51,America/Sao_Paulo
Saquarema,RJ,-22.9292,-42.5099,22,America/Sao_Paulo
Sarandi,PR,-23.4441,-51.876,44,America/Sao_Paulo
Sarandi,RS,-27.942,-52.9231,54,America/Sao_Paulo
Sarapuí,SP,-23.6397,-47.8249,15,America/Sao_Paulo
Sardoá,MG,-18.7828,-42.3629,33,America/Sao_Paulo
Sarutaiá,SP,-23.2721,-49.4763,14,America/Sao_Paulo
Sarzedo,MG,-20.0367,-44.1446,31,America/Sao_Paulo
Sátiro Dias,BA,-11.5929,-38.5938,75,America/Sao_Paulo
Satuba,AL,-9.56911,-35.8227,82,America/Sao_Paulo
Satubinha,MA,-4.04913,-45.2457,98,America/Sao_Paulo
Saubara,BA,-12.7387,-38.7625,71,America/Sao_Paulo
Saudade do Iguaçu,PR,-25.6917,-52.6184,46,America/Sao_Paulo
Saudades,SC,-26.9317,-53.0021,49,America/Sao_Paulo
Saúde,BA,-10.9428,-40.4155,74,America/Sao_Paulo
Schroeder,SC,-26.4116,-49.074,47,America/Sao_Paulo
Seabra,BA,-12.4169,-41.7722,75,America/Sao_Paulo
Seara,SC,-27.1564,-52.299,49,America/Sao_Paulo
Sebastianópolis do Sul,SP,-20.6523,-49.925,17,America/Sao_Paulo
Sebastião Barros,PI,-10.817,-44.8337,89,America/Sao_Paulo
Sebastião Laranjeiras,BA,-14.571,-42.9434,77,America/Sao_Paulo
Sebastião Leal,PI,-7.56803,-44.06,89,America/Sao_Paulo
Seberi,RS,-27.4829,-53.4026,55,America/Sao_Paulo
Sede Nova,RS,-27.6367,-53.9493,55,America/Sao_Paulo
Segredo,RS,-29.3523,-52.9767,51,America/Sao_Paulo
Selbach,RS,-28.6294,-52.9498,54,America/Sao_Paulo
Selvíria,MS,-20.3637,-51.4192,67,America/Porto_Velho
Sem-Peixe,MG,-20.1008,-42.8483,31,America/Sao_Paulo
Sena Madureira,AC,-9.06596,-68.6571,68,America/Rio_Branco
Senador Alexandre Costa,MA,-5.25096,-44.0533,99,America/Sao_Paulo
Senador Amaral,MG,-22.5869,-46.1763,35,America/Sao_Paulo
Senador Canedo,GO,-16.7084,-49.0914,62,America/Sao_Paulo
Senador Cortes,MG,-21.7986,-42.9424,32,America/Sao_Paulo
Senador Elói de Souza,RN,-6.03334,-35.6978,84,America/Sao_Paulo
Senador Firmino,MG,-20.9158,-43.0904,32,America/Sao_Paulo
Senador Georgino Avelino,RN,-6.1576,-35.1299,84,America/Sao_Paulo
Senador Guiomard,AC,-10.1497,-67.7362,68,America/Rio_Branco
Senador José Bento,MG,-22.1633,-46.1792,35,America/Sao_Paulo
Senador José Porfírio,PA,-4.31242,-51.5764,91,America/Sao_Paulo
Senador La Rocque,MA,-5.4461,-47.2959,99,America/Sao_Paulo
Senador Modestino Gonçalves,MG,-17.9465,-43.2172,38,America/Sao_Paulo
Senador Pompeu,CE,-5.58244,-39.3704,88,America/Sao_Paulo
Senador Rui Palmeira,AL,-9.46986,-37.4576,82,America/Sao_Paulo
Senador Sá,CE,-3.35305,-40.4662,88,America/Sao_Paulo
Senador Salgado Filho,RS,-28.025,-54.5507,55,America/Sao_Paulo
Sengés,PR,-24.1129,-49.4616,43,America/Sao_Paulo
Senhor do Bonfim,BA,-10.4594,-40.1865,74,America/Sao_Paulo
Senhora de Oliveira,MG,-20.7972,-43.3394,31,America/Sao_Paulo
Senhora do Porto,MG,-18.8909,-43.0799,33,America/Sao_Paulo
Senhora dos Remédios,MG,-21.0351,-43.5812,32,America/Sao_Paulo
Sentinela do Sul,RS,-30.6107,-51.5862,51,America/Sao_Paulo
Sento Sé,BA,-9.74138,-41.8786,74,America/Sao_Paulo
Serafina Corrêa,RS,-28.7126,-51.9352,54,America/Sao_Paulo
Sericita,MG,-20.4748,-42.4828,31,America/Sao_Paulo
Seringueiras,RO,-11.8055,-63.0182,69,America/Porto_Velho
Sério,RS,-29.3904,-52.2685,51,America/Sao_Paulo
Seritinga,MG,-21.9134,-44.518,35,America/Sao_Paulo
Seropédica,RJ,-22.7526,-43.7155,21,America/Sao_Paulo
