Nome Cidade,UF,Latitude,Longitude,DDD,Fuso
Capela,AL,-9.41504,-36.0826,82,America/Sao_Paulo
Capela,SE,-10.5069,-37.0628,79,America/Sao_Paulo
Capela de Santana,RS,-29.6961,-51.328,51,America/Sao_Paulo
Capela do Alto,SP,-23.4685,-47.7388,15,America/Sao_Paulo
Capela do Alto Alegre,BA,-11.6658,-39.8349,75,America/Sao_Paulo
Capela Nova,MG,-20.9179,-43.622,31,America/Sao_Paulo
Capelinha,MG,-17.6888,-42.5147,33,America/Sao_Paulo
Capetinga,MG,-20.6163,-47.0571,35,America/Sao_Paulo
Capim,PB,-6.91624,-35.1673,83,America/Sao_Paulo
Capim Branco,MG,-19.5471,-44.1304,31,America/Sao_Paulo
Capim Grosso,BA,-11.3797,-40.0089,74,America/Sao_Paulo
Capinópolis,MG,-18.6862,-49.5706,34,America/Sao_Paulo
Capinzal,SC,-27.3473,-51.6057,49,America/Sao_Paulo
Capinzal do Norte,MA,-4.7236,-44.328,99,America/Sao_Paulo
Capistrano,CE,-4.45569,-38.9048,85,America/Sao_Paulo
Capitão,RS,-29.2674,-51.9853,51,America/Sao_Paulo
Capitão Andrade,MG,-19.0748,-41.8614,33,America/Sao_Paulo
Capitão de Campos,PI,-4.457,-41.944,86,America/Sao_Paulo
Capitão Enéas,MG,-16.3265,-43.7084,38,America/Sao_Paulo
Capitão Gervásio Oliveira,PI,-8.49655,-41.814,89,America/Sao_Paulo
Capitão Leônidas Marques,PR,-25.4816,-53.6112,45,America/Sao_Paulo
Capitão Poço,PA,-1.74785,-47.0629,91,America/Sao_Paulo
Capitólio,MG,-20.6164,-46.0493,37,America/Sao_Paulo
Capivari,SP,-22.9951,-47.5071,19,America/Sao_Paulo
Capivari de Baixo,SC,-28.4498,-48.9631,48,America/Sao_Paulo
Capivari do Sul,RS,-30.1383,-50.5152,51,America/Sao_Paulo
Capixaba,AC,-10.566,-67.686,68,America/Rio_Branco
Capoeiras,PE,-8.73423,-36.6306,87,America/Sao_Paulo
Caputira,MG,-20.1703,-42.2683,31,America/Sao_Paulo
Caraá,RS,-29.7869,-50.4316,51,America/Sao_Paulo
Caracaraí,RR,1.82766,-61.1304,95,America/Porto_Velho
Caracol,PI,-9.27933,-43.329,89,America/Sao_Paulo
Caracol,MS,-22.011,-57.0277,67,America/Porto_Velho
Caraguatatuba,SP,-23.6125,-45.4125,12,America/Sao_Paulo
Caraí,MG,-17.1862,-41.7004,33,America/Sao_Paulo
Caraíbas,BA,-14.7177,-41.2603,77,America/Sao_Paulo
Carambeí,PR,-24.9152,-50.0986,42,America/Sao_Paulo
Caranaíba,MG,-20.8707,-43.7417,31,America/Sao_Paulo
Carandaí,MG,-20.9566,-43.811,32,America/Sao_Paulo
Carangola,MG,-20.7343,-42.0313,32,America/Sao_Paulo
Carapebus,RJ,-22.1821,-41.663,22,America/Sao_Paulo
Carapicuíba,SP,-23.5235,-46.8407,11,America/Sao_Paulo
Caratinga,MG,-19.7868,-42.1292,33,America/Sao_Paulo
Carauari,AM,-4.88161,-66.9086,97,America/Porto_Velho
Caraúbas,RN,-5.78387,-37.5586,84,America/Sao_Paulo
Caraúbas,PB,-7.72049,-36.492,83,America/Sao_Paulo
Caraúbas do Piauí,PI,-3.47525,-41.8425,86,America/Sao_Paulo
Caravelas,BA,-17.7268,-39.2597,73,America/Sao_Paulo
Carazinho,RS,-28.2958,-52.7933,54,America/Sao_Paulo
Carbonita,MG,-17.5255,-43.0137,38,America/Sao_Paulo
Cardeal da Silva,BA,-11.9472,-37.9469,75,America/Sao_Paulo
Cardoso,SP,-20.08,-49.9183,17,America/Sao_Paulo
Cardoso Moreira,RJ,-21.4846,-41.6165,22,America/Sao_Paulo
Careaçu,MG,-22.0424,-45.696,35,America/Sao_Paulo
Careiro,AM,-3.76803,-60.369,92,America/Porto_Velho
Careiro da Várzea,AM,-3.314,-59.5557,92,America/Porto_Velho
Cariacica,ES,-20.2632,-40.4165,27,America/Sao_Paulo
Caridade,CE,-4.22514,-39.1912,85,America/Sao_Paulo
Caridade do Piauí,PI,-7.73435,-40.9848,89,America/Sao_Paulo
Carinhanha,BA,-14.2985,-43.7724,77,America/Sao_Paulo
Carira,SE,-10.3524,-37.7002,79,America/Sao_Paulo
Cariré,CE,-3.94858,-40.476,88,America/Sao_Paulo
Cariri do Tocantins,TO,-11.8881,-49.1609,63,America/Sao_Paulo
Caririaçu,CE,-7.02808,-39.2828,88,America/Sao_Paulo
Cariús,CE,-6.52428,-39.4916,88,America/Sao_Paulo
Carlinda,MT,-9.94912,-55.8417,66,America/Porto_Velho
Carlópolis,PR,-23.4269,-49.7235,43,America/Sao_Paulo
Carlos Barbosa,RS,-29.2969,-51.5028,54,America/Sao_Paulo
Carlos Chagas,MG,-17.6973,-40.7723,33,America/Sao_Paulo
Carlos Gomes,RS,-27.7167,-51.9121,54,America/Sao_Paulo
Carmésia,MG,-19.0877,-43.1382,31,America/Sao_Paulo
Carmo,RJ,-21.931,-42.6046,22,America/Sao_Paulo
Carmo da Cachoeira,MG,-21.4633,-45.2201,35,America/Sao_Paulo
Carmo da Mata,MG,-20.5575,-44.8735,37,America/Sao_Paulo
Carmo de Minas,MG,-22.1204,-45.1307,35,America/Sao_Paulo
Carmo do Cajuru,MG,-20.1912,-44.7664,37,America/Sao_Paulo
Carmo do Paranaíba,MG,-18.991,-46.3167,34,America/Sao_Paulo
Carmo do Rio Claro,MG,-20.9736,-46.1149,35,America/Sao_Paulo
Carmo do Rio Verde,GO,-15.3549,-49.708,62,America/Sao_Paulo
Carmolândia,TO,-7.03262,-48.3978,63,America/Sao_Paulo
Carmópolis,SE,-10.6449,-36.9887,79,America/Sao_Paulo
Carmópolis de Minas,MG,-20.5396,-44.6336,37,America/Sao_Paulo
Carnaíba,PE,-7.79342,-37.7946,87,America/Sao_Paulo
Carnaúba dos Dantas,RN,-6.55015,-36.5868,84,America/Sao_Paulo
Carnaubais,RN,-5.34181,-36.8335,84,America/Sao_Paulo
Carnaubal,CE,-4.15985,-40.9413,88,America/Sao_Paulo
Carnaubeira da Penha,PE,-8.31799,-38.7512,87,America/Sao_Paulo
Carneirinho,MG,-19.6987,-50.6894,34,America/Sao_Paulo
Carneiros,AL,-9.48476,-37.3773,82,America/Sao_Paulo
Caroebe,RR,0.884203,-59.6959,95,America/Porto_Velho
Carolina,MA,-7.33584,-47.4634,99,America/Sao_Paulo
Carpina,PE,-7.84566,-35.2514,81,America/Sao_Paulo
Carrancas,MG,-21.4898,-44.6446,35,America/Sao_Paulo
Carrapateira,PB,-7.03414,-38.3399,83,America/Sao_Paulo
Carrasco Bonito,TO,-5.31415,-48.0314,63,America/Sao_Paulo
Caruaru,PE,-8.28455,-35.9699,81,America/Sao_Paulo
Carutapera,MA,-1.19696,-46.0085,98,America/Sao_Paulo
Carvalhópolis,MG,-21.7735,-45.8421,35,America/Sao_Paulo
Carvalhos,MG,-22.0,-44.4632,35,America/Sao_Paulo
Casa Branca,SP,-21.7708,-47.0852,19,America/Sao_Paulo
Casa Grande,MG,-20.7925,-43.9343,31,America/Sao_Paulo
Casa Nova,BA,-9.16408,-40.974,74,America/Sao_Paulo
Casca,RS,-28.5605,-51.9815,54,America/Sao_Paulo
Cascalho Rico,MG,-18.5772,-47.8716,34,America/Sao_Paulo
Cascavel,PR,-24.9573,-53.459,45,America/Sao_Paulo
Cascavel,CE,-4.12967,-38.2412,85,America/Sao_Paulo
Caseara,TO,-9.27612,-49.9521,63,America/Sao_Paulo
Caseiros,RS,-28.2582,-51.6861,54,America/Sao_Paulo
Casimiro de Abreu,RJ,-22.4812,-42.2066,22,America/Sao_Paulo
Casinhas,PE,-7.74084,-35.7206,81,America/Sao_Paulo
Casserengue,PB,-6.77954,-35.8179,83,America/Sao_Paulo
Cássia,MG,-20.5831,-46.9201,35,America/Sao_Paulo
Cássia dos Coqueiros,SP,-21.2801,-47.1643,16,America/Sao_Paulo
Cassilândia,MS,-19.1179,-51.7313,67,America/Porto_Velho
Castanhal,PA,-1.29797,-47.9167,91,America/Sao_Paulo
Castanheira,MT,-11.1251,-58.6081,66,America/Porto_Velho
Castanheiras,RO,-11.4253,-61.9482,69,America/Porto_Velho
Castelândia,GO,-18.0921,-50.203,64,America/Sao_Paulo
Castelo,ES,-20.6033,-41.2031,28,America/Sao_Paulo
Castelo do Piauí,PI,-5.31869,-41.5499,86,America/Sao_Paulo
Castilho,SP,-20.8689,-51.4884,18,America/Sao_Paulo
Castro,PR,-24.7891,-50.0108,42,America/Sao_Paulo
Castro Alves,BA,-12.7579,-39.4248,75,America/Sao_Paulo
Cataguases,MG,-21.3924,-42.6896,32,America/Sao_Paulo
Catalão,GO,-18.1656,-47.944,64,America/Sao_Paulo
Catanduva,SP,-21.1314,-48.977,17,America/Sao_Paulo
Catanduvas,PR,-25.2044,-53.1548,45,America/Sao_Paulo
Catanduvas,SC,-27.069,-51.6602,49,America/Sao_Paulo
Catarina,CE,-6.12291,-39.8736,88,America/Sao_Paulo
Catas Altas,MG,-20.0734,-43.4061,31,America/Sao_Paulo
Catas Altas da Noruega,MG,-20.6901,-43.4939,31,America/Sao_Paulo
Catende,PE,-8.67509,-35.7024,81,America/Sao_Paulo
Catiguá,SP,-21.0519,-49.0616,17,America/Sao_Paulo
Catingueira,PB,-7.12008,-37.6064,83,America/Sao_Paulo
Catolândia,BA,-12.31,-44.8648,77,America/Sao_Paulo
Catolé do Rocha,PB,-6.34062,-37.747,83,America/Sao_Paulo
Catu,BA,-12.3513,-38.3791,71,America/Sao_Paulo
Catuípe,RS,-28.2554,-54.0132,55,America/Sao_Paulo
Catuji,MG,-17.3018,-41.5276,33,America/Sao_Paulo
Catunda,CE,-4.64336,-40.2,88,America/Sao_Paulo
Caturaí,GO,-16.4447,-49.4936,62,America/Sao_Paulo
Caturama,BA,-13.3239,-42.2904,77,America/Sao_Paulo
Caturité,PB,-7.41659,-36.0306,83,America/Sao_Paulo
Catuti,MG,-15.3616,-42.9627,38,America/Sao_Paulo
Caucaia,CE,-3.72797,-38.6619,85,America/Sao_Paulo
Cavalcante,GO,-13.7976,-47.4566,62,America/Sao_Paulo
Caxambu,MG,-21.9753,-44.9319,35,America/Sao_Paulo
Caxambu do Sul,SC,-27.1624,-52.8807,49,America/Sao_Paulo
Caxias,MA,-4.86505,-43.3617,99,America/Sao_Paulo
Caxias do Sul,RS,-29.1629,-51.1792,54,America/Sao_Paulo
Caxingó,PI,-3.41904,-41.8955,86,America/Sao_Paulo
Ceará-Mirim,RN,-5.64323,-35.4247,84,America/Sao_Paulo
Cedral,MA,-2.00027,-44.5281,98,America/Sao_Paulo
Cedral,SP,-20.9009,-49.2664,17,America/Sao_Paulo
Cedro,CE,-6.60034,-39.0609,88,America/Sao_Paulo
Cedro,PE,-7.71179,-39.2367,87,America/Sao_Paulo
Cedro de São João,SE,-10.2534,-36.8856,79,America/Sao_Paulo
Cedro do Abaeté,MG,-19.1458,-45.712,37,America/Sao_Paulo
Celso Ramos,SC,-27.6327,-51.335,49,America/Sao_Paulo
Centenário,RS,-27.7615,-51.9984,54,America/Sao_Paulo
Centenário,TO,-8.96103,-47.3304,63,America/Sao_Paulo
Centenário do Sul,PR,-22.8188,-51.5973,43,America/Sao_Paulo
Central,BA,-11.1376,-42.1116,74,America/Sao_Paulo
Central de Minas,MG,-18.7612,-41.3143,33,America/Sao_Paulo
Central do Maranhão,MA,-2.19831,-44.8254,98,America/Sao_Paulo
Centralina,MG,-18.5852,-49.2014,34,America/Sao_Paulo
Centro do Guilherme,MA,-2.44891,-46.0345,98,America/Sao_Paulo
Centro Novo do Maranhão,MA,-2.12696,-46.1228,98,America/Sao_Paulo
Cerejeiras,RO,-13.187,-60.8168,69,America/Porto_Velho
Ceres,GO,-15.3061,-49.6,62,America/Sao_Paulo
Cerqueira César,SP,-23.038,-49.1655,14,America/Sao_Paulo
Cerquilho,SP,-23.1665,-47.7459,15,America/Sao_Paulo
Cerrito,RS,-31.8419,-52.8004,53,America/Sao_Paulo
Cerro Azul,PR,-26.0891,-52.8691,41,America/Sao_Paulo
Cerro Branco,RS,-29.657,-52.9406,51,America/Sao_Paulo
Cerro Corá,RN,-6.03503,-36.3503,84,America/Sao_Paulo
Cerro Grande,RS,-27.6106,-53.1672,55,America/Sao_Paulo
Cerro Grande do Sul,RS,-30.5905,-51.7418,51,America/Sao_Paulo
Cerro Largo,RS,-28.1463,-54.7428,55,America/Sao_Paulo
Cerro Negro,SC,-27.7942,-50.8673,49,America/Sao_Paulo
Cesário Lange,SP,-23.226,-47.9545,15,America/Sao_Paulo
Céu Azul,PR,-25.1489,-53.8415,45,America/Sao_Paulo
Cezarina,GO,-16.9718,-49.7758,64,America/Sao_Paulo
Chã de Alegria,PE,-8.00679,-35.204,81,America/Sao_Paulo
Chã Grande,PE,-8.23827,-35.4571,81,America/Sao_Paulo
Chã Preta,AL,-9.2556,-36.2983,82,America/Sao_Paulo
Chácara,MG,-21.6733,-43.215,32,America/Sao_Paulo
Chalé,MG,-20.0453,-41.6897,33,America/Sao_Paulo
Chapada,RS,-28.0559,-53.0665,54,America/Sao_Paulo
Chapada da Natividade,TO,-11.6175,-47.7486,63,America/Sao_Paulo
Chapada de Areia,TO,-10.1419,-49.1403,63,America/Sao_Paulo
Chapada do Norte,MG,-17.0881,-42.5392,33,America/Sao_Paulo
Chapada dos Guimarães,MT,-15.4643,-55.7499,65,America/Porto_Velho
Chapada Gaúcha,MG,-15.3014,-45.6116,38,America/Sao_Paulo
Chapadão do Céu,GO,-18.4073,-52.549,64,America/Sao_Paulo
Chapadão do Lageado,SC,-27.5905,-49.5539,47,America/Sao_Paulo
Chapadão do Sul,MS,-18.788,-52.6263,67,America/Porto_Velho
Chapadinha,MA,-3.73875,-43.3538,98,America/Sao_Paulo
Chapecó,SC,-27.1004,-52.6152,49,America/Sao_Paulo
Charqueada,SP,-22.5096,-47.7755,19,America/Sao_Paulo
Charqueadas,RS,-29.9625,-51.6289,51,America/Sao_Paulo
Charrua,RS,-27.9493,-52.015,54,America/Sao_Paulo
Chaval,CE,-3.03571,-41.2435,88,America/Sao_Paulo
Chavantes,SP,-23.0366,-49.7096,14,America/Sao_Paulo
Chaves,PA,-0.164154,-49.987,91,America/Sao_Paulo
Chiador,MG,-21.9996,-43.0617,32,America/Sao_Paulo
Chiapetta,RS,-27.923,-53.9419,55,America/Sao_Paulo
Chopinzinho,PR,-25.8515,-52.5173,46,America/Sao_Paulo
Choró,CE,-4.83906,-39.1344,88,America/Sao_Paulo
Chorozinho,CE,-4.28873,-38.4986,85,America/Sao_Paulo
Chorrochó,BA,-8.9695,-39.0979,75,America/Sao_Paulo
Chuí,RS,-33.6866,-53.4594,53,America/Sao_Paulo
Chupinguaia,RO,-12.5611,-60.8877,69,America/Porto_Velho
Chuvisca,RS,-30.7504,-51.9737,51,America/Sao_Paulo
Cianorte,PR,-23.6599,-52.6054,44,America/Sao_Paulo
Cícero Dantas,BA,-10.5897,-38.3794,75,America/Sao_Paulo
Cidade Gaúcha,PR,-23.3772,-52.9436,44,America/Sao_Paulo
Cidade Ocidental,GO,-16.0765,-47.9252,61,America/Sao_Paulo
Cidelândia,MA,-5.17465,-47.7781,99,America/Sao_Paulo
Cidreira,RS,-30.1604,-50.2337,51,America/Sao_Paulo
Cipó,BA,-11.1032,-38.5179,75,America/Sao_Paulo
Cipotânea,MG,-20.9026,-43.3629,32,America/Sao_Paulo
Ciríaco,RS,-28.3419,-51.8741,54,America/Sao_Paulo
Claraval,MG,-20.397,-47.2768,34,America/Sao_Paulo
Claro dos Poções,MG,-17.082,-44.2061,38,America/Sao_Paulo
Cláudia,MT,-11.5075,-54.8835,66,America/Porto_Velho
Cláudio,MG,-20.4437,-44.7673,37,America/Sao_Paulo
Clementina,SP,-21.5604,-50.4525,18,America/Sao_Paulo
Clevelândia,PR,-26.4043,-52.3508,46,America/Sao_Paulo
Coaraci,BA,-14.637,-39.5556,73,America/Sao_Paulo
Coari,AM,-4.09412,-63.1441,97,America/Porto_Velho
Cocal,PI,-3.47279,-41.5546,86,America/Sao_Paulo
Cocal de Telha,PI,-4.5571,-41.9587,86,America/Sao_Paulo
Cocal do Sul,SC,-28.5986,-49.3335,48,America/Sao_Paulo
Cocal dos Alves,PI,-3.62047,-41.4402,86,America/Sao_Paulo
Cocalinho,MT,-14.3903,-51.0001,66,America/Porto_Velho
Cocalzinho de Goiás,GO,-15.7914,-48.7747,62,America/Sao_Paulo
Cocos,BA,-14.1814,-44.5352,77,America/Sao_Paulo
Codajás,AM,-3.83053,-62.0658,97,America/Porto_Velho
Codó,MA,-4.45562,-43.8924,99,America/Sao_Paulo
Coelho Neto,MA,-4.25245,-43.0108,98,America/Sao_Paulo
Coimbra,MG,-20.8535,-42.8008,32,America/Sao_Paulo
Coité do Nóia,AL,-9.63348,-36.5845,82,America/Sao_Paulo
Coivaras,PI,-5.09224,-42.208,86,America/Sao_Paulo
Colares,PA,-0.936423,-48.2803,91,America/Sao_Paulo
Colatina,ES,-19.5493,-40.6269,27,America/Sao_Paulo
Colíder,MT,-10.8135,-55.461,66,America/Porto_Velho
Colina,SP,-20.7114,-48.5387,17,America/Sao_Paulo
Colinas,RS,-29.3948,-51.8556,51,America/Sao_Paulo
Colinas,MA,-6.03199,-44.2543,99,America/Sao_Paulo
Colinas do Sul,GO,-14.1528,-48.076,62,America/Sao_Paulo
Colinas do Tocantins,TO,-8.05764,-48.4757,63,America/Sao_Paulo
Colméia,TO,-8.72463,-48.7638,63,America/Sao_Paulo
Colniza,MT,-9.46121,-59.2252,66,America/Porto_Velho
Colômbia,SP,-20.1768,-48.6865,17,America/Sao_Paulo
Colombo,PR,-25.2925,-49.2262,41,America/Sao_Paulo
Colônia do Gurguéia,PI,-8.1837,-43.794,89,America/Sao_Paulo
Colônia do Piauí,PI,-7.22651,-42.1756,89,America/Sao_Paulo
Colônia Leopoldina,AL,-8.91806,-35.7214,82,America/Sao_Paulo
Colorado,RS,-28.5258,-52.9928,54,America/Sao_Paulo
Colorado,PR,-22.8374,-51.9743,44,America/Sao_Paulo
Colorado do Oeste,RO,-13.1174,-60.5454,69,America/Porto_Velho
Coluna,MG,-18.2311,-42.8352,33,America/Sao_Paulo
Combinado,TO,-12.7917,-46.5388,63,America/Sao_Paulo
Comendador Gomes,MG,-19.6973,-49.0789,34,America/Sao_Paulo
Comendador Levy Gasparian,RJ,-22.0404,-43.214,24,America/Sao_Paulo
Comercinho,MG,-16.2963,-41.7945,33,America/Sao_Paulo
Comodoro,MT,-13.6614,-59.7848,65,America/Porto_Velho
Conceição,PB,-7.55106,-38.5014,83,America/Sao_Paulo
Conceição da Aparecida,MG,-21.096,-46.2049,35,America/Sao_Paulo
Conceição da Barra,ES,-18.5883,-39.7362,27,America/Sao_Paulo
Conceição da Barra de Minas,MG,-21.1316,-44.4729,32,America/Sao_Paulo
Conceição da Feira,BA,-12.5078,-38.9978,75,America/Sao_Paulo
Conceição das Alagoas,MG,-19.9172,-48.3839,34,America/Sao_Paulo
Conceição das Pedras,MG,-22.1576,-45.4562,35,America/Sao_Paulo
Conceição de Ipanema,MG,-19.9326,-41.6908,33,America/Sao_Paulo
Conceição de Macabu,RJ,-22.0834,-41.8719,22,America/Sao_Paulo
Conceição do Almeida,BA,-12.7836,-39.1715,75,America/Sao_Paulo
Conceição do Araguaia,PA,-8.26136,-49.2689,94,America/Sao_Paulo
Conceição do Canindé,PI,-7.87638,-41.5942,89,America/Sao_Paulo
Conceição do Castelo,ES,-20.3639,-41.2417,28,America/Sao_Paulo
Conceição do Coité,BA,-11.56,-39.2808,75,America/Sao_Paulo
Conceição do Jacuípe,BA,-12.3268,-38.7684,75,America/Sao_Paulo
Conceição do Lago-Açu,MA,-3.85142,-44.8895,98,America/Sao_Paulo
Conceição do Mato Dentro,MG,-19.0344,-43.4221,31,America/Sao_Paulo
Conceição do Pará,MG,-19.7456,-44.8945,37,America/Sao_Paulo
Conceição do Rio Verde,MG,-21.8778,-45.087,35,America/Sao_Paulo
Conceição do Tocantins,TO,-12.2209,-47.2951,63,America/Sao_Paulo
Conceição dos Ouros,MG,-22.4078,-45.7996,35,America/Sao_Paulo
Conchal,SP,-22.3375,-47.1729,19,America/Sao_Paulo
Conchas,SP,-23.0154,-48.0134,14,America/Sao_Paulo
Concórdia,SC,-27.2335,-52.026,49,America/Sao_Paulo
Concórdia do Pará,PA,-1.99238,-47.9422,91,America/Sao_Paulo
Condado,PB,-6.89831,-37.606,83,America/Sao_Paulo
Condado,PE,-7.58787,-35.0999,81,America/Sao_Paulo
Conde,PB,-7.25746,-34.8999,83,America/Sao_Paulo
Conde,BA,-11.8179,-37.6131,75,America/Sao_Paulo
Condeúba,BA,-14.9022,-41.9718,77,America/Sao_Paulo
Condor,RS,-28.2075,-53.4905,55,America/Sao_Paulo
Cônego Marinho,MG,-15.2892,-44.4181,38,America/Sao_Paulo
Confins,MG,-19.6282,-43.9931,31,America/Sao_Paulo
Confresa,MT,-10.6437,-51.5699,66,America/Porto_Velho
Congo,PB,-7.79078,-36.6581,83,America/Sao_Paulo
Congonhal,MG,-22.1488,-46.043,35,America/Sao_Paulo
Congonhas,MG,-20.4958,-43.851,31,America/Sao_Paulo
Congonhas do Norte,MG,-18.8021,-43.6767,31,America/Sao_Paulo
Congonhinhas,PR,-23.5493,-50.5569,43,America/Sao_Paulo
Conquista,MG,-19.9312,-47.5492,34,America/Sao_Paulo
Conquista D'Oeste,MT,-14.5381,-59.5444,65,America/Porto_Velho
Conselheiro Lafaiete,MG,-20.6634,-43.7846,31,America/Sao_Paulo
Conselheiro Mairinck,PR,-23.623,-50.1707,43,America/Sao_Paulo
Conselheiro Pena,MG,-19.1789,-41.4736,33,America/Sao_Paulo
Consolação,MG,-22.5493,-45.9255,35,America/Sao_Paulo
Constantina,RS,-27.732,-52.9938,54,America/Sao_Paulo
Contagem,MG,-19.9321,-44.0539,31,America/Sao_Paulo
Contenda,PR,-25.6788,-49.535,41,America/Sao_Paulo
Contendas do Sincorá,BA,-13.7537,-41.048,77,America/Sao_Paulo
Coqueiral,MG,-21.1858,-45.4366,35,America/Sao_Paulo
Coqueiro Baixo,RS,-29.1802,-52.0942,51,America/Sao_Paulo
Coqueiro Seco,AL,-9.63715,-35.7994,82,America/Sao_Paulo
Coqueiros do Sul,RS,-28.1194,-52.7842,54,America/Sao_Paulo
Coração de Jesus,MG,-16.6841,-44.3635,38,America/Sao_Paulo
Coração de Maria,BA,-12.2333,-38.7487,75,America/Sao_Paulo
Corbélia,PR,-24.7971,-53.3006,45,America/Sao_Paulo
Cordeiro,RJ,-22.0267,-42.3648,22,America/Sao_Paulo
Cordeirópolis,SP,-22.4778,-47.4519,19,America/Sao_Paulo
Cordeiros,BA,-15.0356,-41.9308,77,America/Sao_Paulo
Cordilheira Alta,SC,-26.9844,-52.6056,49,America/Sao_Paulo
Cordisburgo,MG,-19.1224,-44.3224,31,America/Sao_Paulo
Cordislândia,MG,-21.7891,-45.6999,35,America/Sao_Paulo
Coreaú,CE,-3.5415,-40.6587,88,America/Sao_Paulo
Coremas,PB,-7.00712,-37.9346,83,America/Sao_Paulo
Corguinho,MS,-19.8243,-54.8281,67,America/Porto_Velho
Coribe,BA,-13.8232,-44.4586,77,America/Sao_Paulo
Corinto,MG,-18.369,-44.4542,38,America/Sao_Paulo
Cornélio Procópio,PR,-23.1829,-50.6498,43,America/Sao_Paulo
Coroaci,MG,-18.6156,-42.2791,33,America/Sao_Paulo
Coroados,SP,-21.3521,-50.2859,18,America/Sao_Paulo
Coroatá,MA,-4.13442,-44.1244,99,America/Sao_Paulo
Coromandel,MG,-18.4734,-47.1933,34,America/Sao_Paulo
Coronel Barros,RS,-28.3921,-54.0686,55,America/Sao_Paulo
Coronel Bicaco,RS,-27.7197,-53.7022,55,America/Sao_Paulo
Coronel Domingos Soares,PR,-26.2277,-52.0356,46,America/Sao_Paulo
Coronel Ezequiel,RN,-6.3748,-36.2223,84,America/Sao_Paulo
Coronel Fabriciano,MG,-19.5179,-42.6276,31,America/Sao_Paulo
Coronel Freitas,SC,-26.9057,-52.7011,49,America/Sao_Paulo
Coronel João Pessoa,RN,-6.24974,-38.4441,84,America/Sao_Paulo
Coronel João Sá,BA,-10.2847,-37.9198,75,America/Sao_Paulo
Coronel José Dias,PI,-8.81397,-42.5232,89,America/Sao_Paulo
Coronel Macedo,SP,-23.6261,-49.31,14,America/Sao_Paulo
Coronel Martins,SC,-26.511,-52.6694,49,America/Sao_Paulo
Coronel Murta,MG,-16.6148,-42.184,33,America/Sao_Paulo
Coronel Pacheco,MG,-21.5898,-43.256,32,America/Sao_Paulo
Coronel Pilar,RS,-29.2695,-51.6847,54,America/Sao_Paulo
Coronel Sapucaia,MS,-23.2724,-55.5278,67,America/Porto_Velho
Coronel Vivida,PR,-25.9767,-52.5641,46,America/Sao_Paulo
Coronel Xavier Chaves,MG,-21.0277,-44.2206,32,America/Sao_Paulo
Córrego Danta,MG,-19.8198,-45.9032,37,America/Sao_Paulo
Córrego do Bom Jesus,MG,-22.6269,-46.0241,35,America/Sao_Paulo
Córrego do Ouro,GO,-16.2918,-50.5503,64,America/Sao_Paulo
Córrego Fundo,MG,-20.4474,-45.5617,37,America/Sao_Paulo
Córrego Novo,MG,-19.8361,-42.3988,33,America/Sao_Paulo
Correia Pinto,SC,-27.5877,-50.3614,49,America/Sao_Paulo
Corrente,PI,-10.4333,-45.1633,89,America/Sao_Paulo
Correntes,PE,-9.12117,-36.3244,87,America/Sao_Paulo
Correntina,BA,-13.3477,-44.6333,77,America/Sao_Paulo
Cortês,PE,-8.47443,-35.5468,81,America/Sao_Paulo
Corumbá,MS,-19.0077,-57.651,67,America/Porto_Velho
Corumbá de Goiás,GO,-15.9245,-48.8117,62,America/Sao_Paulo
Corumbaíba,GO,-18.1415,-48.5626,64,America/Sao_Paulo
Corumbataí,SP,-22.2213,-47.6215,19,America/Sao_Paulo
Corumbataí do Sul,PR,-24.101,-52.1177,44,America/Sao_Paulo
Corumbiara,RO,-12.9551,-60.8947,69,America/Porto_Velho
Corupá,SC,-26.4246,-49.246,47,America/Sao_Paulo
Coruripe,AL,-10.1276,-36.1717,82,America/Sao_Paulo
Cosmópolis,SP,-22.6419,-47.1926,19,America/Sao_Paulo
Cosmorama,SP,-20.4755,-49.7827,17,America/Sao_Paulo
Costa Marques,RO,-12.4367,-64.228,69,America/Porto_Velho
Costa Rica,MS,-18.5432,-53.1287,67,America/Porto_Velho
Cotegipe,BA,-12.0228,-44.2566,77,America/Sao_Paulo
Cotia,SP,-23.6022,-46.919,11,America/Sao_Paulo
Cotiporã,RS,-28.9891,-51.6971,54,America/Sao_Paulo
Cotriguaçu,MT,-9.85656,-58.4192,66,America/Porto_Velho
Couto de Magalhães de Minas,MG,-18.0727,-43.4648,38,America/Sao_Paulo
Couto Magalhães,TO,-8.28411,-49.2473,63,America/Sao_Paulo
Coxilha,RS,-28.128,-52.3023,54,America/Sao_Paulo
Coxim,MS,-18.5013,-54.751,67,America/Porto_Velho
Coxixola,PB,-7.62365,-36.6064,83,America/Sao_Paulo
Craíbas,AL,-9.6178,-36.7697,82,America/Sao_Paulo
Crateús,CE,-5.16768,-40.6536,88,America/Sao_Paulo
Crato,CE,-7.2153,-39.4103,88,America/Sao_Paulo
Cravinhos,SP,-21.338,-47.7324,16,America/Sao_Paulo
Cravolândia,BA,-13.3531,-39.8031,73,America/Sao_Paulo
Criciúma,SC,-28.6723,-49.3729,48,America/Sao_Paulo
Crisólita,MG,-17.2381,-40.9184,33,America/Sao_Paulo
Crisópolis,BA,-11.5059,-38.1515,75,America/Sao_Paulo
Crissiumal,RS,-27.4999,-54.0994,55,America/Sao_Paulo
